,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
2822,2013-09-25,글로벌 지표 호조에 소폭 상승,4대 금융지주 상반기 실적 '어닝쇼크'…하반기도 '안갯속',,업종별 순환매 장세 펼쳐진다,[내일의전략]엔화 약세 공습에도 '불굴의 철강株',(뉴욕전망대)지표 호조 전망..증시 초록불,,"우선주 16개,  시가총액 미달로 '관리종목' 지정 위기",,"주주이익환원, 주가 상승에 '보탬'",(亞증시 오후) 지표 호조..대부분 상승,"주가, 제조업PMI에 물어봐",,국민연금 상사株 붙드는 이유있네,엇갈린 미디어株…플랫폼 보다 콘텐츠,경기 기대감에 美증시 사상 최고..코스피는?,,2분기 은행순익 1.1조 '반토막'..NIM 금융위기후 '최저',(亞증시 오전) 일제히 상승..제조업 지표 호조,,IT비중 줄고 소재 · 산업재 확대,LG ‘G2’ 美공개…관련株도 주목,,"홈쇼핑株 ""사란 건지 말란 건지""",공교육 강화 교육株 울상..그래도 미소짓는 종목 있네,,"""보조금 줄였더니"" 이통사 실적'훨훨'…KT '왕따'?","외국 투자자 귀환, 주가 상승 이끌까",,,,,,,,,,,
2823,2013-09-26,,"<증시전망> 코스피 1,920대 돌파 시도",[뉴욕마감]고용부진에도 소폭상승..다우·S&P '사상 최고',[유럽마감]美 고용지표 부진 소식에 혼조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2824,2013-09-27,,[증시 전망대] 美 경기 점차 개선… 증시 상승세 기대,,[주간뉴욕전망] 양적완화 불안감 축소 vs 사상최고 부담,[주간증시전망] 더 오를 수 있을까,"코스피, ‘경기회복 모멘텀’..추가 상승 기대",[주간경제이슈] 기준금리 동결 전망‥세수확보 세법개정안 발표,[주간전망대]금통위·세법개정안에 관심집중,<뉴욕증시 주간전망> '갈지자 행보' 보일 듯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2827,2013-09-30,외인·기관 '팔자' 1880선 밑으로…전차 '폭락',,`빅4` 빼면 지수 1600선,"대체휴일제 도입 급물살, 놀자株가 수혜주",살아나는 유럽 경기…관련주 볕드나,[issue!] 술 안팔려…날개 꺾인 주류주,,상장 증권사 절반 이상 코스피 수익보다 주가 올라,8일 옵션만기는 조용할 듯,한 풀 꺾인 조선해양 기자재주,,'폭우' 수혜주 따로 있었나?…CJ E&M 등 '실내주' 강세,,약세장 속 무더기 상한가…우선주 과열?,"마녀 심술은 옛말 ""만기효과 없다""",살아있네! 사양산업株,(뉴욕전망대) 심심한 시장..재료는 어디에,(亞증시 오후)美 연준 여파..日증시 폭락,현대차 파업우려에 자동차주 급락,"G2·갤럭시노트3, 출격 대기 중…각 진영 부품株는?",美 연준 양적완화 축소 9월 가능성에 무게,"[오늘의포인트]현대차, 파업우려에 또 '적신호'",(亞증시 오전)일제히 하락세,"증시 거래가뭄..""피 대신 닥""",,,,,,,,,,,,,,,
2828,2013-10-01,美 출구전략 경계감 여전…미미한 반등,,증권사 엉터리 실적예측 度 넘었다,,조선株 `빅3` 순풍에 돛 달까,,황제株가 사라진다…올해초 9개서 6개로 줄어,,1등칸으로 진격하는 설국열차株는,"코스피, 남은 퍼즐은 'IT'…우려 과도?",,실적 10兆에도..떨어지는 삼성전자,,"금통위, 기준금리 동결…""美 양적완화 축소 늦지 않게 대응할 것""",(뉴욕전망대) 별일 없어서 더 주목받는 고용지표,(亞증시 오후)日·中 이틀째 하락..닛케이 한달반만에 최저,기업사냥꾼이 노리는 종목 피하려면,"스마트폰 테마주, 부품주 지고 장비주 뜬다",야심작 ‘G2’ 공개…LG전자株 반등 기폭제 될까?,삼전·하이닉스 꺾인 IT주 어찌하오리까,"FPCB주, 다시 기대주로 등극하나","한은총재, ""美출구전략 끝날 때까지 시장 출렁일것""",(亞증시 오전)中 제외 대체로 상승,,"역시 '1등株', 하반기도 2등株보다 낫네",,BDI 하향세 전환…겨울을 기다리는 해운업계,,실적개선주 · 낙폭 과대주에도 길 있다,,,,,,,,,,
2829,2013-10-02,반등 하루 만에 하락…1880 사수 '진땀',,주목 받는 보급형 부품주,"(뉴욕전망대)QE 축소, 익숙해질 때도 됐지만..",,'좀비 우선株' 16개 관리종목 지정,실적발표 속속…코스닥 기대해볼까,,"韓電, 여전히 '깜깜'…적자 지속",(亞증시 오후)日·中 3거래일만에 상승 반전,,두려운 공매도? 요령알면 쏠쏠해요,엔저극복 한국 IT株,,삼성전자 팔아 현대·기아 샀네,,전력株 불볕 더위에 `쨍쨍`,버냉키가 입을 열면 하림 주가가 오른다,포털3사 2Q 성적 뜯어보니…'해외·모바일'이 대세,,2Q 실적 막바지…3Q로 투심 '이동',"""더 나빠질 수 없는 종목은?""..역발상 투자 '눈길'",(亞증시 오전)엔화약세·지표기대 일제히 상승세,"[오늘의포인트]""출구 열리기 전에"" 벌써 나가는 외인",이케아 오든 말든 씩씩한 가구株,글로벌 경기회복 가시화…주가는?,,"합병 시너지 효과? ""인내심이 필요해""",,,,,,,,,,,
2831,2013-10-04,[이번주 증시전망] 주목받는 유로존 2분기 경제성장률,,[주간뉴욕전망] S&P500 지수 1700 공방,[주간전망대]고용시장에 '훈풍' 불까,[주간경제이슈] '유리지갑' 稅부담 증가 논란,[주간증시전망] 대내외 경제지표를 주목하라,<뉴욕증시 주간전망> 소비자물가·소매판매 주목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2834,2013-10-07,1920선 회복…글로벌 경제회복 기대,,"모바일 부품株, ""성장둔화?..그건 착각일뿐""",,중국 수혜株도 국내실적이 먼저,,시장의 눈은 벌써 3분기 실적株로,,외국계 '큰손' 들이 산 종목 궁금하셨죠,추가 상승을 기대하는 세가지 이유,`퇴출 공포` 우선주 줄줄이 하한가,,상반기 한·일 대표주 성적표는..아베노믹스에 도시바 등 全업종 상승,(亞증시 오후) 혼조..中 기업 실적 발표 후 하락,"관심 떨어진 코넥스…신규 상장사, 주가상승률 '떨어지네'","무더위 수혜주, '치'는 되고 '맥'은 안돼?",(뉴욕전망대)시장은 연준 인사 입에 주목,[기자수첩]'사상최대' 실적 맞나요?,글로벌 자금 유럽行 빨라져...'경기회복 기대감',,스마트폰 포화 우려에도 IT부품기업 2분기 실적 호조,"외국인 귀환, 글로벌 경기회복 기대",[오늘의포인트]지지부진 장세엔 실적을 보자,,하반기 증시 이익모멘텀 힘 받는다,(亞증시 오전)출구전략 우려 줄어들자 대부분 상승,"외국인 투자, 정말 돌아왔나?",,,,,,,,,,,,
2835,2013-10-08,(뉴욕전망대)오랜만에 지표가 방향 제시할까,(亞증시 오후) 日·中 일제히 하락 마감,[월가시각]지겨운 'QE축소 우려'..불안심리 여전,"[월가시각]`시장도, 연준도 갈팡질팡`",[뉴욕마감]또 QE축소 우려로 '하락',"[유럽마감]유로존, 리세션 탈피에 소폭 상승",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,2013-10-10,[뉴욕마감]엇갈린 지표에 '소폭 하락'..올해 최악의 한주,"[유럽마감]대표 지수, 주간 기준 상승...머스크그룹 강세",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,2013-10-11,[이번주 증시전망] `첩첩산중` 출구전략 우려 넘어야,,[주간뉴욕전망] 시장은 팔고 애플은 산다?,[주간전망대]을지훈련 실시..전력난 여전,[주간증시전망] 이번주도 양적완화 관련 멘트에 주목,[주간경제이슈] '가계수지' 발표…美FOMC 회의록 공개,[업종돋보기] 제과 관련주 3분기 실적 개선될까,<뉴욕증시 주간전망> FOMC 회의록 주목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2841,2013-10-14,외국인 선물 매도 폭탄…1860선 마감,,경상수지 적자국 비중 줄이고 선진국으로 눈 돌려라,,5년전 악몽… 또 ‘9월 위기說’,,"국민연금, 대기업 13곳의 1,2대 주주…'10%룰' 완화로 힘 더 세질 듯",,동남아에 공장만 있어도 우수수,철강·화학·정유株도 아세안 쇼크 왜?,(뉴욕전망대) 'QE 축소냐 유지냐'..FOMC 의사록에 주목,,[마켓레이더] 美 버냉키 교체前 반등 힘들듯,,기지개 펴나 했더니…화학株 또,外人 선물매도 폭탄…코스피 떠나나,잘나가는 중소형주펀드가 담은 종목은,(亞증시 오후) 美출구전략 가능성에 혼조세,"정부 ""韓, 다른 亞 신흥국보다 금융시장 안정적""","동남아 금융위기, 한국 안전지대인가","""인도·인니 위기, 국내 철강·상사 영향권""",[오늘의포인트]화학株의 봄은 얼마나 길까?,"""일년 만에.."" 한·일 IT株 상황역전?",,“외인 매수기조 유지…견조함 이어갈듯”,,코스닥 향한 끝없는(?) 외인 사랑,,현대차 파업…자동차 부품주 영향은 제각각?,,,,,,,,,,
2842,2013-10-15,"QE 축소 우려에 하락, 1850하회…外人 순매도",,실적 좋다더니… 더 떨어지는 화학·정유·철강,,지수 떨어져도 거래량은 늘었네,,"공매도 기승, 공포지수 급등…1800 붕괴될까?",,증시 대규모 프로그램 매도물량 ‘발목’,,"글로벌 IB가 본 신흥시장 ""값싼 달러로 흥청망청…대가 치를것""",,한국도 외국인 엑소더스? 상반기 10조 이탈,(뉴욕전망대) 김빠진 잭슨홀..'닭의 목은 비틀린다',,美 출구전략 후폭풍…믿을건 `달러우산`,코스피 기댈 언덕은 경상흑자,출구 앞 시장충격에 '멈칫'…뜸들이는 Fed,QE축소·인도발 쇼크 시나리오,[issue!] 레저세 도입에 좋은 시절 다간 카지노株,(亞증시 오후)美 연준 '먹구름' 일제히 하락,[issue!] 안팔려서 걱정? 실적은 마케팅비에 달렸다,"양적완화 축소 방침 확인, 증시 출렁",약세장에서도 외인·기관은 車 '매수',"“한국, 버냉키 버블 사정거리 안에 있다”",'개미 울리는' 초단기 시세조종 적발…수법은?,(亞증시 오전)연준 의사록과 中경제지표에 엇갈리는 亞증시,,,,,,,,,,,,
2843,2013-10-16,'돌아온 외인' 순매수에 1870 회복,,신흥국 위기 현재진행형… 당분간 변동성 확대될 것,,'모두의 마블'에 밀려…모바일 게임株 모두 '울상',"금융선진국 美, 26년 만에 전산사고…나스닥 3시간 '먹통'","(뉴욕전망대) 잭슨홀, 지표..투심의 움직임은?",'신흥국위기 + 선진국회복' 업종찾기,(亞증시 오후) 지표 호조에 日↑..中은 하락,,"주식투자, 이젠 ROE를 봐라",,QE 종료후엔 증시 오히려 올랐다,,"코스피 2조 산 연기금, 어떤 종목?",두 얼굴의 패션주 … 안에서 새는 바가지 밖에서 '훨훨',테슬라 효과?  쌩쌩 달리는 '전기차株',(亞증시 오전) 일제히 상승세..美·中·유럽 지표 호조,"롤러코스터 건설株, 투자자 '현기증",“한국 · 중국 · 대만 투자 가장 양호”,,중소형주엔 ‘위기가 곧 기회’,,“인도 · 印尼 등 불안속 한국 은행株 부각”,외인·기관 쌍끌이 자동차株 반등장 이끄나,"반등 나선 코스피, 20포인트 상승",,‘아세안 리스크’ 정ㆍ화ㆍ철(정유 화학 철강) 휩쓰나,,,,,,,,,,,
2844,2013-10-17,"[뉴욕마감]주택지표 부진에 '상승'..다우, 1만5000 회복",[유럽마감] 유로존 경기 살아날까..상승마감,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,2013-10-18,,"[증시 전망대] 美 출구전략에 변동성 확대, ‘저점 시기’ 찾는데 주목해야",[이번주 증시전망] 인도 2분기 성장률 `촉각`,,[업종돋보기] 라면시장 포화…부진한 실적에 라면주 울상,[주간증시전망]'인니+QE축소' 위기감 잦아들까?,[주간전망대]취득세 인하 확정 발표..산업활동동향 '주목',[주간증시전망] 악재를 기다리는 자세,[주간경제이슈] 취득세 인하‥정책금융 개편 발표,<뉴욕증시 주간전망> '지표-양적완화' 함수관계 주목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2848,2013-10-21,외국인·기관 쌍끌이에 '시리아 쇼크' 털어냈다,,유업계 주가 살아나나,[내일의전략]시리아 악재에도 외인 '꿋꿋'..뭐 샀나,,정유·화학株 일단 웃었지만…사태 장기화땐 全업종 악영향,,중소형株 투자 대기업을 봐!,불황에 뜬다더니…추락하는 죄악株,,`10%룰 완화` 국민연금 군침株 주목,,"맷집 센 코스피, 시리아 악재 영향은?",,시리아 위기에 방산株 '들썩',,'타짜'만 남은 증시판…지루한 박스권 장세에 개미들 짐 싸,,유가상승 약발 못받는 국내 정유株,(亞증시 오후)고조되는 시리아 쇼크..일제히 하락,(뉴욕전망대) 시리아 공습 전 눈치보기,중동 전쟁나면 정유주 뜬다?,"[업종돋보기] 증권주, 줄줄이 최저가 행진",[issue!] 연기금마저 외면하는 주식은,"거래소, SRI 지수 등 5개 주가지수 종목구성 변경",저가 스마트폰에 특화된 부품株만 훨훨,[오늘의포인트]시리아 리스크 발발..증시 영향은?,(亞증시 오전)시리아發 충격 일제히 하락세,,,,,,,,,,,
2849,2013-10-22,"코스피, 열흘만에 1900선 회복…대형株 강세",,정유주 시리아 사태 수혜주로,잘나가던 중소형주 맥 못추네,,불황에 `박리다매株` 뜬다,,美 출구전략 공포 2주…아시아증시 돌아보니,,전자업종 상반기 성적표는?,외국인 대규모 '바이 코리아' 5일간 1조원 매수,,건설株 '침체 터널' 탈출할까,,글로벌 ‘9월 위기설’ 확산 속 증권사 9월 증시전망,"9월 변동성, 피할 수 없다면 즐겨라",여행주 휴가 끝나니 추락,(亞증시 오후) 中 제외 대부분 상승..日 4일만에 반등,(뉴욕전망대) 다시 돌아온 연준 이슈,[issue!] 대기업 계열사 우선주도 퇴출되나,"다가오는 9월…증권가 ""가을엔 ㅁㅁㅁ를 사겠어요""",(亞증시 오전) 中 제외 일제히 오름세,이머징·시리아 딛고 KOSPI 1900 회복,,조선 · 철강 등 경기민감株 유망,‘공포지수’ 덮친 세계 증시…한국만 잠잠,美 양적완화 축소시행 연기 가능성은,,,,,,,,,,,,
2850,2013-10-23,외국인 막판 순매수 집중..1920선 회복,,9월은 변수 많은데… 배당주 투자해볼까,"에스엠-와이지엔터, `상반된 실적` 시장 반응이…",,中 지수는 비실대도…소비 1등株는 '용틀임',삼성전자와 한국을 사는 외국인,힘 실린 출구전략…Fed 대책 고심,,3분기 투자 ‘이익모멘텀’이 포인트,(亞증시 오후) 혼조세..시리아 쇼크는 줄어,"[업종돋보기] 식음료株, 우윳값 인상이 반가운 이유",,외국인 S&P 결정에 촉각,시리아 공습 → 정유株 수혜? 글쎄,,`진격의 전차株` 연말까지 달려볼까,,재무구조 악화에 신용 강등… 동양그룹주 휘청,(뉴욕전망대) 연휴 전 숨고르기,(亞증시 오전) 혼조 시작..시리아 리스크 등 관망세,,"""安心랠리"" 전문가들, 9월증시를 말하다",,"外人의 귀환, 하반기 5조원 더 쏜다","위기설 속 이벤트의 달, 9월 전망은?",,실적부진 패션株…하반기도 불투명…목표주가 줄하향,추석연휴 앞두고…여행株 가을랠리 기대감,,,,,,,,,,
2851,2013-10-24,"훨훨 날던 아세안 관련주 '주춤', 투자 매력은?",[월가시각] 9월 '불안감'은 계속된다,,올 가을 금융시장을 뒤흔들 5가지 악재는?,[뉴욕마감]시리아 우려·소비지표 부진에 하락,[유럽마감]지표 개선에도 우량주 약세에 하락,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,2013-10-25,,"[증시 전망대] 한국 안정적 펀더멘털 부각, 글로벌 자금 대거 유입 기대",[주간증시전망]美 출구전략 힌트될 지표 주목,[주간전망대]2분기 GDP·추석민생안정대책 주목,[주간경제이슈] 물가ㆍ외환보유액 발표…G20 정상회의 개최,[주간증시전망] 악재 속에서 반사이익 보는 한국,"바닥찾는 증권株, '일장춘몽' 이었나",美·中 훈풍에 달리는 車부품주,<뉴욕증시 주간전망> 미국 8월 고용동향 주목,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,2013-10-28,'엎치락뒤치락' 약보합 마감…1930선,[issue!] 분할 재상장 기업 70% 시총 늘어,`원高` 이번에도 증시 부담될까,,[마켓레이더] 금리 상승세가 증시 `최대 복병`,"망가진 건설株, 반등 시작하나?",환율하락에도 음식료업종 약세,(亞증시 오후) 혼조 마감..시리아 공습 우려↑,외국인 ‘Buy Korea’..최근 두달새 3조7600억 사들여,"세무조사 공포? ""주가는 단기조정후 제자리""","[issue!] 바닥쳤나, 엔터주",요우커 급증예상…유통 및 호텔 관련주들 들썩,연준의 금리인상에 대한 우리의 자세,"여행株, 추석 특수 기대해볼까?",(亞증시 오전) 일제히 하락..시리아 군사 충돌 우려,[초점]박스권 장세 지속 전망…추석 관련주 투자전략은?,퇴출 위기 몰린 기업 줄었다,적자 건설株 '부활 서곡' 부르나,"외국인, 국내 주식 사는 이유있네..'느낌 아니까'",미국 9월 FOMC 이후 ‘3가지 시나리오’ 대비하라,,스마트워치 시대 열린다…수혜주 벌써 관심,,,,,,,,,,,,,,,,,
